10	2.20514872520057
30	2.34144395473169
50	2.48943048413464
70	2.65035111334293
90	2.82560249941348
110	3.01675689161711
130	3.22558795872595
150	3.45410243104059
170	3.70458075002506
190	3.97963285025705
210	4.28228103586919
230	4.6160935171799
250	4.98541525230402
270	5.39578889779905
290	5.85475231593522
310	6.37339452011407
330	6.9694806028983
350	7.67397401335397
370	8.54549872258247
390	9.70577342482194
410	11.4420881149975
430	14.6015735886568
450	23.5111704427155
470	-94.6703324726546
490	-121.20371681689
510	-15.4982484459999
530	-6.21646696845011
550	-3.22341361477906
570	-1.72145643050662
590	-0.823464103720791
610	-0.22807436554471
630	0.194833928735968
650	0.508984888357415
670	0.748323658942057
690	0.932372377451123
710	1.07335300656581
730	1.17964979543155
750	1.25751823891765
770	1.31193054027508
790	1.34699698189692
810	1.36618318924985
830	1.37243198056769
850	1.36824186035879
870	1.35572595005182
890	1.33666152695948
910	1.31253410342824
930	1.28457733240058
950	1.25380904642658
970	1.22106347696026
990	1.18701971371423
